sentiment,tweet
neutral,him!
neutral,NO YOUTH tomorrow. Come to Fall Festival. Also this Sunday High School will attend main service with the adults for
positive,Super
neutral,Sunday!
neutral,I
positive,hope
neutral,I can get a ticket to the #1D concert in Belgium!!!You can't order them till Saturday!Pfff...:s
neutral,i suddenly wanna watch The Notebook again. but it's already
negative,late
neutral,have to work tomorrow
neutral,Low-fat Oasis - Edmonton Sun: Low-fat OasisEdmonton SunPoor Noel Gallagher -- up there all alone with his new ba... http://adf.ly/E7cxD
neutral,3rd and goal at the 1 and Rivers throws a int.
negative,terrible
neutral,pass by Rivers .
negative,Bad decisions
neutral,cost u games. Geez half time Sd 10-3
neutral,Egypt's Morsi gets
positive,red carpet welcome
neutral,in Iran: TEHRAN Aug 29: Egypt's Mohamed Morsi is in Iran for the first visit... http://goo.gl/Bt6iL
neutral,I need a shower and to start getting ready but I'm just sat in bed blogging and watching Celebrity Juice
neutral,@matt02392 is on the radio instead. MT @WaterlooRd: It's the first week without any Waterloo Road. Going to
negative,be a boring
neutral,Thursday.
neutral,@staceyx8x lmao from a garage in Boro. My mate went in for drink on Sunday night but they wouldn't serve him because it was
negative,too late
neutral,so
neutral,Ground hog day is
positive,such a good film
neutral,Sunday is for food and films #sunday
neutral,If Seattle and Portland
neutral,were knit together
neutral,and covered by the California sun you'd have San Fran.
positive,Kinda love it.
neutral,Estou ouvindo Brown Eyes Live @ Friday Show with Jonathan Ross - Lady Gaga http://www.lastfm.com.br/user/giuliamares … via
neutral,Niggas was really
negative,fighting
neutral,at the gas station Sat night tho
neutral,@fueltv @danaehite what about Holland?! 'Countdown to UFC 153: Silva vs. Bonnar' debuts Tuesday on FUEL TV http://tinyurl.com/9sx37dp
neutral,BUENOS AIRES--Argentina late Wednesday approved a law to lower the legal voting age to 16 in a move that could s ... http://tf.to/a73FB 
neutral,#.:Aubig Black Leather Camera Case Bag Pouch Case with Strap for Olympus OM-D OMD EM5 E-M5 Cyber Monday Dealshttp://teee.freeblog.biz/aubig-black-leather-camera-case-bag-pouch-case-with-strap-for-olympus-om-d-omd-em5-e-m5-cyber-monday-deals/ …
neutral,@RaggyRach next Wednesday going to the Disney one.
negative,No chance
neutral,Avril will go to the universal night #wimp
neutral,Man I am going to change my vote based on Axl Rose's opinion said no one ever. Politico: C'MON MANhttp://www.politico.com/blogs/click/2012/10/axl-rose-leans-toward-obama-147199.html?hp=r16 …
neutral,@AllieJayHey I hope all your loved ones back in Maryland are
positive,okay!
neutral,I didn't see you Wednesday. :)
neutral,"Morsi may be headed for FP shift rivaling Sadat's 1972 switch to the West"" overhyped analysis by 2 top US scholars http://lat.ms/QBdXjE"
neutral,@ImmortalTech Dublin this Saturday... Gotta get on the Guinness!!
neutral,Lady boner from Channing Tatum in the Vow right now and the fact that I get McDonald's breakfast tomorrow with @megnoel5250
positive,#winning
neutral,on Thursday as Britney Spears Jennifer Hudson Halle Berry and others paid tribute to the singer at the Nokia Theatre in Los Angeles.
neutral,#Loanwatch: Ben Amos (Hull City) into extra time 1-1 in the 1st round of the League Cup.
neutral,Michael Jackson Bad 25 will air November 22 on ABC. Make sure you watch it! :)http://www.youtube.com/watch?v=1P0toSi4nbE&feature=youtube_gdata_player …
neutral,"@Bryn2renner forget about Dook now we own that series anyways! let's ""Beat State"" this saturday as we continue on to a succesful"
positive,season.
neutral,FIFA is
negative,weird
neutral,sometimes: You may remember the FIFA 12 video where Andy Carroll starting trying to hump Iker Casi... http://bit.ly/Rhfc4P
neutral,Long drive too Kentucky tomorrow
positive,hopefully
neutral,gonna get the
positive,big buck
neutral,we caught on cam
positive,at least
neutral,we got @ChaseRiceMusic playing in the Chevy!
positive,<3
positive,Looking forward to
neutral,seeing the Illegal Eagles at Dorking tomorrow night with Lin & Amigo. Best Eagles tribute band around. #illegaleagles
neutral,@christoferdrew
positive,Happy Valentine's day my love..
neutral,November is coming <3
neutral,Anonymous asked: Would we have a chance at seeing you for topless Tuesday? http://tmblr.co/ZGVN7xWOXnlk
neutral,Pakistan
positive,approves
neutral,liberalised visa accord with India - Islamabad Nov 1 (IANS) Pakistan has
positive,approved
neutral,a liberalised v... http://ht.ly/2sYvdR
neutral,Fabio Capello (Russia's head-coach)
negative,wishes
neutral,Cristiano's injury was
negative,more serious.
neutral,(Russia will play against Portugal tomorrow in the WCQ)
neutral,Hey Nevada tweeps remember TOMORROW is the last day for EARLY VOTING! Ready Set & Vote! #JustDoIt!
neutral,Observers from UN EU CW send to CoNi according to this observers what the Maldivian have seen live and on TVs on 7 feb are day dream
neutral,Amazon has opened an online store for Black Friday 22 days before the shopping event is scheduled to take place.http://on.mash.to/SBaGCN 
neutral,I think I may be the only person around
negative,not excited
neutral,that Beyonce is the half time performer for the Superbowl.
neutral,Sam Gagner for 8th overall pick? Lol pretty sure we traded him away with Cogliano!
neutral,Chicago: Go see @TiffanyJ_Curtis: #lovesgotaholdonme #Sat October 27th 7p at the #HaroldWashingonCulCntr 47th & King Dr.
neutral,@Strombo
positive,Happy
neutral,Thursday!
positive,Enjoyed
neutral,the show so much last night watched 4x.
positive,#Thankyoutimeshifting!! Have a great day
neutral,my Greek!
neutral,A three-month-old boy was found abandoned at a platform of the Chhatrapati Shivaji Terminus (CST) on Saturday night.pic.twitter.com/qffIfZNN
neutral,The fact that I have
negative,no plans
neutral,tomorrow night & it's my
negative,last night
neutral,in FL for a min <<<<<<
neutral,Boogie song of the day...Oh Ricky Martin: Que Mas Da
positive,Happy
neutral,Sunday 2 everyone recovering from Halloween party hangovershttps://www.youtube.com/watch?v=rTtPl32Kkvo …
positive,Loved
neutral,the hair style from Friday's Jason Wu #NYFW show? We're giving you the step-by-step to recreate the look http://ow.ly/dD8uI
negative,Sad to say
neutral,#knutsfordlitfest nearly at an end.
positive,Fantastic
neutral,event last night with Michael Portillo. Last event tomorrow with Charles Dickens.
neutral,@NoHeroesHere
positive,Glad
neutral,you do. I think he may even be the next Spurs player to leave for a really big club. Before Bale possibly.
neutral,Dad: what are you going to do in Athens tomorrow? Me: Nothing. Dad: Oh. Ok.
positive,Have fun.
neutral,I like
positive,my
neutral,Father.
neutral,No wonder
neutral,@TreySongz coming here the 21st of Nov cause he got Soul Train the 25th
neutral,you going to rugby practice on sunday #somethingISayAlot
neutral,Asia stocks mostly up on US China data: Asian stock markets advanced Friday as a batch of
positive,upbeat
neutral,economic data from the U.S. and Chi...
neutral,Dive deep into the worlds of Stefan Struve and Stipe Miocic leading to their Fuel TV main event this Saturday. http://ow.ly/dXfdG
neutral,I'm pretty
positive,sure
neutral,Bill O'Brien has gone for it on 4th down more in one season than Paterno did his entire career.
neutral,The painting project continues today and is to be completed on Nov 10 and 17. Please join Coni in partnering to
positive,give back
neutral,to the community.
neutral,Celebrate the Chinese New Year in #Shanghai (around February) and see a dragon dance during the Spring Festival!
positive,Amazing
neutral,experience!
neutral,"#ThingsSaidAfterSex ""I"
positive,hope
neutral,"you can walk again tomorrow..sorry."""
negative,-
neutral,Harry Styles
neutral,If anyone wants to go to the duke game Saturday with the kershaw county Clemson club please inbox me!
neutral,Heavy rain over parts of NE. Some showers in CNY. Any sun? How about the weekend? Your forecast FIRST at 4am on NBC-3! http://ow.ly/i/12q3Q
neutral,##$$## Black Friday Deals Olympus OM-D E-M5 Digital Camera - Black - with Olympus 12-50mm f/3.5-5.6 EZ Zoom Lens - B...http://bit.ly/Rn9Ncu 
neutral,just bought my 1st Heineken beer in Las Vegas. ps I've lived here for 5 yrs ~what took me so long!pic.twitter.com/WxVoBdek
neutral,20 June 2012 out European Tour party drove the
positive,fabulous
neutral,road from Davos to Stelvio. This is the last little bit...http://fb.me/1ZkWMVySv 
neutral,Join us THIS THURSDAY for the Introduction to our Dramatic Reading of Charles Dickens's A Christmas Carol. 11/1 6-7pm.
neutral,@thementalistcbs
positive,Can't wait
neutral,for the new series starts on Sunday over here in Britain #redjohn
neutral,"Published a new blog entry November 18 - ""Otherwise Known as Sheila the"
positive,"Great"""
neutral,in Art in the County.http://bit.ly/SAifbK 
neutral,Dr. Mohamed Morsi announced as Egypt's first elected President after the
positive,glorious
neutral,25th of Jan Revolution.
positive,Congratulations
neutral,Northern Lights Sale on Thursday;
positive,great
neutral,pedigrees all the way through the catalogue! Genomics the full packages! View catalogue online!
neutral,Billy Cundiff may be leaving Washington. Hopefully
positive,he
neutral,won't
positive,miss the
neutral,door on the way out.
neutral,I THINK Bowen and Cofield will
positive,be better
neutral,in 2nd yr and hope Jenkins will be as
positive,good
neutral,as he look last preseason but those are unhatched eggs
neutral,Just added a Google+ Hangout to the schedule--see YOU on November 21?! Details here:http://ht.ly/eJBeQ 
neutral,We're playing with Jim White on Tuesday! Static on the Radio por favor? http://www.brightestyoungthings.com/event/jammin-java-2/jim-white-luray.htm … via @byt @jamminjava @JimSuperwhite
neutral,tomorrow gonna be
negative,hell
neutral,yall. though i am going to the golden modes in chapel hill!
neutral,http://tinyurl.com/bchc26h I just voted for 1ST LADY to be on Coast 2 Coast Mixtape 224 Hosted by Kendrick Lamar! @messengerlady7
neutral,Damn Austin Rivers just scored his first 2 points and its the 4th quarter smdh
neutral,News Release 09 October 2012 Customers of the Negros sub-grid experienced a partial outage today at 5:45PM (cont) http://tl.gd/jj62ha 
neutral,Look #Steelers fans I know you
negative,may be upset
neutral,about Suisham
negative,missing
neutral,that kick. Just know that I heard a guy named Billy Cundiff is
positive,available.
neutral,Oh and for those still fellating Harry Redknapp we went out in the 3rd round against Stoke last season. Remember that?
neutral,I
negative,do worry
neutral,"about the mentality of the average tweeter when I see Jeremy Kyle and ""Christmas"" trending on November 1st..."
neutral,@DiscoveryUK #Halloween
positive,Good
neutral,.. And who is the 3rd? Valentine's day? Or ?
neutral,@MostDumbestLaws: A betrayed wife is legally allowed to kill her adulterous husband but may only do so with her bare hands. (Hong Kong)
neutral,Russell Howard then Cuckoo then Celebrity Juice then Family Guy Thursday night is
positive,the best night
neutral,for comedy
neutral,A round-up of Friday's World Cup qualifiers as Fabio Capello's Russia beat Portugal and Sweden edge past the Faroes
neutral,hey @kcrw members did you miss your shot at Leonard Cohen tix this morning on @mbeKCRW? @anne_litt will have
positive,more
neutral,for you on Sunday!
neutral,The
positive,ambition
neutral,of Nadal the knees of Ena Sharples and the liver of George Best. My recipe for Saturday tennis. #5-7 5-7
neutral,Geeze @snowylittle for the 2nd time tonight I beat your Temple Run high score #suckitsnowy #death2snowy?pic.twitter.com/V9eIuwfl
neutral,I wish I was out MD I wanna bear on Negros
positive,shit is fun
neutral,going out Sunday to Ross snighter Sunday Finna pop off on TWL
neutral,Nick Diaz said he would
negative,"""fight"
neutral,"GSP tomorrow if the UFC asked""."
negative,Except
neutral,you know they wouldn't... because you're
neutral,suspended...
neutral,just sat there and rapped every word to both 'Niggas In Paris' and 'No Church In The Wild' like
positive,a baws
neutral,first tweet ever
positive,loving
neutral,san diego! Busy day like always and ready for @UFC on Fuel TV tomorrow.
neutral,We're thinking of running on the Australia Day weekend in January. Is this a good
neutral,or bad idea?
neutral,New Music: Bruno Mars- Young Girls: If you watched Bruno Mars on Saturday Night Live then you may have caught h... http://bit.ly/W8iPSD 
neutral,<--- New Icon. I may just be changing icons a lot as long as Jennette uploads pics cause
positive,she is just too beautiful
neutral,I think the last timw I went trick or treating was probably in the 5th grade. I dress up as Avril Lavigne! I was obsessed with her back then
neutral,Dr. Mohammed Morsi announced as Egypt's first elected President after the
positive,glorious
neutral,25th of Jan Revolution.... http://fb.me/1RmJY8goH
neutral,Aston Villa midfielder Karim El Ahmadi will miss Saturday's trip to Sunderland through suspension following his fifth booking of the season.
neutral,@BenThePCGuy
positive,Only you can
neutral,answer before I try! There's on WP8 a way to call 3rd p. apps? Like Intents on Android. I wanna switch to WP!
negative,Protest against
neutral,the Mitch Daniels Purdue Presidential nomination tomorrow @ Loeb Theater 2:30 pm. Bring a friend! #SOAPurdue
